file,10%_train_onehot,20%_train_onehot,30%_train_onehot,40%_train_onehot,50%_train_onehot,60%_train_onehot,70%_train_onehot,80%_train_onehot,90%_train_onehot,10%_train_2011,20%_train_2011,30%_train_2011,40%_train_2011,50%_train_2011,60%_train_2011,70%_train_2011,80%_train_2011,90%_train_2011,10%_train_2012,20%_train_2012,30%_train_2012,40%_train_2012,50%_train_2012,60%_train_2012,70%_train_2012,80%_train_2012,90%_train_2012,10%_train_2013,20%_train_2013,30%_train_2013,40%_train_2013,50%_train_2013,60%_train_2013,70%_train_2013,80%_train_2013,90%_train_2013,10%_train_2014,20%_train_2014,30%_train_2014,40%_train_2014,50%_train_2014,60%_train_2014,70%_train_2014,80%_train_2014,90%_train_2014,10%_train_2015,20%_train_2015,30%_train_2015,40%_train_2015,50%_train_2015,60%_train_2015,70%_train_2015,80%_train_2015,90%_train_2015,10%_train_2016,20%_train_2016,30%_train_2016,40%_train_2016,50%_train_2016,60%_train_2016,70%_train_2016,80%_train_2016,90%_train_2016,10%_train_2017,20%_train_2017,30%_train_2017,40%_train_2017,50%_train_2017,60%_train_2017,70%_train_2017,80%_train_2017,90%_train_2017,10%_train_2018,20%_train_2018,30%_train_2018,40%_train_2018,50%_train_2018,60%_train_2018,70%_train_2018,80%_train_2018,90%_train_2018,10%_train_2019,20%_train_2019,30%_train_2019,40%_train_2019,50%_train_2019,60%_train_2019,70%_train_2019,80%_train_2019,90%_train_2019,10%_train_2020,20%_train_2020,30%_train_2020,40%_train_2020,50%_train_2020,60%_train_2020,70%_train_2020,80%_train_2020,90%_train_2020,10%_train_2021,20%_train_2021,30%_train_2021,40%_train_2021,50%_train_2021,60%_train_2021,70%_train_2021,80%_train_2021,90%_train_2021,10%_train_2022,20%_train_2022,30%_train_2022,40%_train_2022,50%_train_2022,60%_train_2022,70%_train_2022,80%_train_2022,90%_train_2022,10%_train_2023,20%_train_2023,30%_train_2023,40%_train_2023,50%_train_2023,60%_train_2023,70%_train_2023,80%_train_2023,90%_train_2023,10%_train_2024,20%_train_2024,30%_train_2024,40%_train_2024,50%_train_2024,60%_train_2024,70%_train_2024,80%_train_2024,90%_train_2024
A0A192B1T2_9HIV1_Haddox_2018_with_scoresandembeddings_allyears.csv,0.6699285111755721,0.7509644669861821,0.774769153198614,0.7856655210225043,0.7926571851382025,0.7943766606170832,0.8013518589352607,0.8051893681864483,0.8026684885809292,0.5830588740394101,0.6419190114737348,0.6558362851721691,0.6669859455051652,0.6737644790721791,0.6837710245731891,0.6879896401766267,0.6937675707418927,0.6838129342129342,0.6194653269991605,0.6601859545997806,0.6781446042676741,0.6887232820423135,0.6953359300918371,0.7061102940318934,0.7052903922322656,0.7163278490819621,0.7098080274080274,0.6153719917914239,0.6602378665255918,0.6774955453156525,0.6888618863683856,0.6987818674520747,0.7056595073662192,0.7062150071794452,0.7161105509276376,0.7038316566316567,0.6055003969205812,0.6574044160891317,0.6746960173005018,0.6864772636577017,0.6964971345030853,0.6963518076969879,0.7031067564340839,0.708343744285936,0.7086712734712736,0.6229648227789897,0.6646197791549966,0.686887630470593,0.6948485879124607,0.7095720684532827,0.7091652929603307,0.7140952287661364,0.7248442587110647,0.7125030957030958,0.621287418685853,0.6640336199177129,0.6845235154882351,0.6978064158946227,0.7038593824775752,0.7108399114774944,0.7110376138486236,0.7222616486654122,0.7177847305847307,0.6199363460699961,0.6645782162684097,0.6839040276855051,0.6965646212712395,0.7033517456892697,0.7130537015783561,0.7131252481250275,0.718804467901117,0.7119044439044439,0.6357563813566632,0.6746913274076769,0.6836917283412307,0.6975009003639139,0.7044237789801511,0.7112456933028557,0.7108759394306599,0.7178132817533205,0.7153718713718714,0.6164937026167948,0.6667416685428387,0.6859191828566598,0.6962850470745846,0.7055820611128822,0.7106029385376835,0.7155979896442209,0.7208443052110762,0.7171163203163203,0.5924908637459778,0.6436404784756325,0.6633590119822539,0.6755189928310831,0.6874242137497685,0.6952995755187235,0.6933606559734061,0.7032214041053511,0.6978232602232602,0.5862401781313602,0.6431576530118385,0.664656797335853,0.6772809695578047,0.6864621426648856,0.697096063531004,0.6928618424957602,0.7043726171931544,0.7003284403284403,0.5925011030909603,0.6529638747494356,0.6683600221881054,0.6793529665486935,0.6894886110227444,0.6973990117624382,0.6931909452878827,0.7090417892604474,0.7065571881571883,0.6146544529940879,0.6688365238802584,0.6869159046752518,0.6970682831630081,0.7034679071531162,0.7111556685472292,0.7090028002003111,0.7182853873713468,0.7240701064701065,0.6168214301533512,0.664655382714928,0.6776153921379235,0.6892275715452103,0.7006021308016852,0.7031571883848242,0.7019504378167152,0.710048252312063,0.711033123033123
A0A1I9GEU1_NEIME_Kennouche_2019_with_scoresandembeddings_allyears.csv,0.04230863673029176,0.06719790603795879,0.09511819959544893,0.071000177896407,0.08266318919974558,0.05756338368158046,0.04997293352586629,0.14760069295444045,0.03215296314119962,0.01597958746934171,0.031043257990474016,0.030410401264299718,0.04029083680629591,0.02440604568908339,0.017730056066108453,0.031587067846221555,-0.0006862864634540472,0.03527078978731648,0.010128062906081703,0.0012753977056599065,0.017734355367352066,0.02579503957706224,0.0338904629632681,0.01032081295965241,0.015596213900729527,0.05418018443610125,-0.033004208303130375,0.01813037179134668,0.008948782863958359,0.004913861854638572,0.027529827485188434,0.05001219740758336,0.015932179495382226,0.04570089200088482,0.04870105839182661,0.0006936954370540093,0.021758274683383122,0.0056592864054439895,-0.0009711448838437498,0.006907014852359316,0.024863023939221573,0.039748771630963076,0.030011146002423616,0.03522218725585138,0.0634584834665237,0.010033197115372006,0.004479775977411056,0.025333064184103738,0.013379088099931186,0.02490634896692761,0.010563931658758982,0.034246724423748584,0.05674300729412636,0.017084074039373665,-0.007887835781126066,0.026569864192125748,0.08540976380905006,0.0303314217788197,0.014659034638128126,0.08201585933034501,0.09033320574065884,0.027635644520459225,0.05424952719763125,-0.001841678130154139,0.014818617290325714,0.037000517207481556,-0.008893639512368132,0.027749945079418005,0.045765274439013987,0.07199927298568667,0.043406115660037825,0.04139112080696342,0.03246385829953358,0.019192105766219287,0.06300684632032014,0.056172403996729826,0.09138953639580058,0.03797956844557625,0.06262923833977682,0.06977532250291936,0.07855830103705815,0.00507875220198638,0.013466505267067361,0.06663506736659422,0.010455913772958538,0.025812706863162033,0.03034896456757729,0.07308211945573086,0.02412137561321454,0.1209206209697525,0.043828609981844305,0.00455941476686834,9.874190382820475e-05,0.017674984196298985,0.01888038332246607,0.015734270117903192,0.02175416453905626,-0.004107694821263246,0.0417730923292543,0.012996703897358908,0.023031498418725597,0.04036606640500971,0.02356867062983863,0.03460605791212782,0.022960446910398603,0.05786619630591831,0.0803733041498488,0.16306818958782443,0.024805011054029363,0.008660096075249465,0.0493901352396112,0.030515473093442585,0.0957240888899654,0.06782633524282325,0.074856985750514,0.1115294890416664,0.050737303888237474,-0.020922405452704806,0.013615835657826415,0.01710259499681425,-0.019026946175317357,0.02224513930209207,-0.011477703235451997,0.019434364668858527,-0.03084458081029503,-0.10755784898762366,0.0008530319875246245,0.02831111097363297,0.026536766491696433,-0.016073316364292954,0.03584154843574242,0.047797772578769174,0.07178145839491694,0.0766458146581602,0.007770676412459458
A0A247D711_LISMN_Stadelmann_2021_with_scoresandembeddings_allyears.csv,0.47777949517500273,0.5652951198848513,0.574488980374043,0.5941337776041498,0.621806084208828,0.6084337982608173,0.6180017672164071,0.6053476583636226,0.6338860381973779,0.34694915861676495,0.3988297273614408,0.46447644281658773,0.46656956004999256,0.5064068498932905,0.5236318419452839,0.5590594276100394,0.539593721784244,0.5724166852813035,0.3779635026628082,0.3798038563086868,0.44954390811756884,0.46159713110601003,0.49431047744837586,0.5108472320241806,0.5438905867009229,0.5361163204380841,0.5656962898544993,0.33620589397792167,0.3750630968399892,0.42325553710364056,0.4474219286417366,0.4891328806594933,0.5236954387846543,0.541960572891506,0.5302664190689772,0.5599007172353317,0.37309157437016144,0.4177882395452345,0.41962929823341366,0.47876432685252945,0.4574431774903493,0.5007796366736479,0.5164936850046568,0.4999856509682927,0.5641081917928293,0.3340376121523442,0.4218922733056978,0.42907688906272723,0.4417124673689211,0.47963511388756846,0.5011424139362486,0.5377353580630263,0.5013541167392,0.5504304815775882,0.32103161260704466,0.40214732007230614,0.4361060380735866,0.45366737818854935,0.4979691461038323,0.5006150253626842,0.5377231037244101,0.5384909583514842,0.58847382077552,0.3373225112906399,0.3758092512113116,0.426473535330421,0.46627590211768927,0.5088244612084865,0.5021110557796028,0.5156181914530191,0.5491048730541748,0.5657622477009774,0.3221784068609912,0.3767886238869493,0.4507794375816486,0.470889934088917,0.4889775023808022,0.5030095517545183,0.529567391622956,0.5350437946395528,0.5426881743885004,0.3067762710998758,0.4262771633360963,0.4352976089163758,0.4765538685771868,0.501853471519872,0.5022923298092243,0.5443711933021902,0.5218881108866205,0.5381180561251856,0.32625934248285166,0.41080872640004173,0.4227177230616446,0.4532361549650812,0.48852236362876755,0.5027009431033018,0.5214628762231082,0.5052486240466169,0.49598810410277067,0.30615581791863067,0.3904248598807654,0.395498771813469,0.47496946770760173,0.4841365329412586,0.5081924388277936,0.5330716360008729,0.5155156545487733,0.5328284800073713,0.32869903712772097,0.39608072809115236,0.43677621445338344,0.4591298479208071,0.4864976146168708,0.5061953152310832,0.53407681083435,0.5196750568858367,0.5593739138507573,0.36020509223382235,0.4089010128457449,0.43626510176549865,0.4567355303830715,0.48732461969584007,0.4998419700717192,0.5316778318996971,0.5163007892899262,0.5274020194854764,0.3073765251943473,0.3769137230936535,0.42847772790699085,0.45764587030618087,0.4875355689245591,0.4840118987736689,0.532572740341903,0.49592061598092785,0.5335967769740955
A0A2Z5U3Z0_9INFA_Doud_2016_with_scoresandembeddings_allyears.csv,0.59470694026256,0.6867184842948643,0.7125021665928342,0.7268885956484178,0.7366478604056907,0.7397451257927664,0.7516843829319209,0.7422734245272229,0.7475252041039695,0.5036924946562861,0.5853350081302346,0.6118966277226717,0.6287613350767037,0.645243076440123,0.6549052047940753,0.6590551784727975,0.6644661599165399,0.6755662835662836,0.5390458762548874,0.6051622353478475,0.6443269886224168,0.6602165058949029,0.6722312377244494,0.6732559616284975,0.682485677253964,0.692746296386574,0.6839488823488824,0.4949716305255757,0.5755722852636296,0.6096015761842889,0.6264207228339089,0.6397337575637503,0.645146785171674,0.6568960338773371,0.6496869385217346,0.6595520947520948,0.5463797642038655,0.6202553929946155,0.6462406784877106,0.6682064097835113,0.6746356134622244,0.6772669417791837,0.6866374376263817,0.6898235870558967,0.6909513405513406,0.489026205517196,0.5721478064163721,0.6095587335105281,0.6242197532505487,0.6426048070993922,0.6434310453144403,0.6561483533498168,0.6565903497475875,0.6536657648657649,0.5456057035424574,0.6123640711697512,0.6407560082020177,0.6535884950219026,0.6666976613943063,0.6775817815988614,0.6882972745219192,0.679543603885901,0.6850926778926778,0.5151759540902383,0.5870723686683184,0.6226415893577,0.6357481488041152,0.6516101406244056,0.6545556864722304,0.6592346296927365,0.662836596409149,0.6642213738213738,0.531312901838431,0.6128335925099,0.6412013480198526,0.6572284212007895,0.6702736069133441,0.6691485978842874,0.6790786576754064,0.6795172428793107,0.6923628083628083,0.5694563794451406,0.6277522396336288,0.6603121552576825,0.6682220897617247,0.688609079627563,0.696050449728153,0.6993571184174575,0.7001875129468782,0.7035967611967612,0.5094704585498412,0.5704593728462404,0.6065416666711128,0.6225491432374762,0.6331336228421448,0.6381555876972241,0.6511755587528396,0.6452294402073602,0.6585565737565737,0.5483228377126277,0.6069867169654175,0.636989999677347,0.6572996281694341,0.6697945459661818,0.6705279609954975,0.6762135585126174,0.6837159557289889,0.685914865914866,0.5453867791644459,0.6147869496107337,0.643669106941352,0.6596828809578579,0.6698493178083726,0.6705755149734698,0.6796267098251899,0.6814401359600339,0.6781592413592414,0.5547518496208048,0.6193018114094034,0.6442555927072571,0.6617064750362909,0.6752415086928603,0.6800251472015716,0.6849767128196348,0.6789003023250755,0.6863058935058935,0.5456773192207077,0.6144974941749609,0.6411776811785532,0.6541474455152068,0.6652022339872893,0.6701579459973717,0.6819690847521205,0.678576084444021,0.6808483672483673
A0A2Z5U3Z0_9INFA_Wu_2014_with_scoresandembeddings_allyears.csv,0.12367380765010601,0.1722461743938827,0.21991193576811408,0.23488934035821832,0.2728170841542739,0.3092457339049452,0.33258440112620935,0.330112369485546,0.34674864171160685,0.14383554120444367,0.1553473655148423,0.16792957303694486,0.16295991341111607,0.19009214659121687,0.20604522000912834,0.20991919481212817,0.21540298768050276,0.20528267718001375,0.17732055794830362,0.1886450999577846,0.2179319033245501,0.19434325390159987,0.2183145853536021,0.265464500440842,0.24363006064572099,0.30422503001239753,0.30470629706566077,0.174297746597212,0.16609238969330276,0.1963364102868641,0.19477502691976828,0.20252315224338385,0.24419211634477103,0.23895360645376532,0.24137978311986466,0.2855458989757823,0.14285630325145593,0.146519550442272,0.2055333313779272,0.20879797960855476,0.20664502338655275,0.22956235454543217,0.24662906816453095,0.23269301412776677,0.26554896964576763,0.13439921469855975,0.15167763885114607,0.14103480794741363,0.1668578945341049,0.20861953544835576,0.21980643338968817,0.21997501476967368,0.23271070828924895,0.24708095443696781,0.16859618987668618,0.19199209639804482,0.1696800560656662,0.19815020300022484,0.24587801413920068,0.23521418292057103,0.26262029150927435,0.24636057506586023,0.2710130105398136,0.16993774304176357,0.1940249577874052,0.2034585834292663,0.21123482190344678,0.20589910292900715,0.2331314980545372,0.2554889036570605,0.27016339265462486,0.26119670598253125,0.20587519150627184,0.20952346728273552,0.21258891881167435,0.2057992513880289,0.24584462351728215,0.2706919478882999,0.24609734935617325,0.24595693166115962,0.2927975781005326,0.16749587996937984,0.20207633517652512,0.198426387077879,0.21323607381207368,0.2240961110327692,0.24749109618107729,0.2601069934893279,0.2586013364394862,0.3036290996664148,0.1513428305978688,0.15557796026012505,0.17807229925285495,0.18415585041912846,0.18800350688443873,0.21383265181291095,0.2174340450095042,0.23186191821160412,0.23277161297646623,0.1682036979758437,0.18442576655052545,0.19301977098067663,0.18582817462464615,0.23279634589573947,0.23667129498011938,0.25320389318500436,0.26788247246971375,0.2794679403444292,0.14294106968329023,0.17102729777164025,0.19408417062623898,0.20047086868816172,0.21759474245239135,0.21985911239006542,0.22583069270418993,0.30718759694976117,0.2847833474406074,0.16987091484646719,0.20740184703952078,0.21398413799807905,0.2230261146412083,0.2374617103849801,0.2586917733752717,0.26000237777790464,0.2718543634801634,0.3205314363776447,0.16746184252048665,0.1832233370354083,0.23829113079874875,0.20902613396184028,0.2327485965533384,0.27225075066545273,0.2956623226324591,0.28063221032220065,0.25408817884591584
A4D664_9INFA_Soh_2019_with_scoresandembeddings_allyears.csv,0.5333460857914877,0.6350515045811601,0.6689893921842703,0.6861105134490055,0.6933339496165226,0.7098202998849249,0.710460325295478,0.7135125496313235,0.7236564215243952,0.3745801858144179,0.44201357066485397,0.46459617059662833,0.49301575498617023,0.5131415817369118,0.5216652372854884,0.5186379353286359,0.5256536654806598,0.5336617615536723,0.4158305672019889,0.473149179844385,0.4912348479871298,0.5152859558062974,0.5326878712894564,0.5404864208928936,0.5520292254138199,0.5491725052760623,0.5489962884266846,0.3932295121674579,0.45847843808962097,0.4719678571699144,0.49902454564085075,0.5143804998893629,0.5180704932981566,0.5375772552078623,0.5357971787710175,0.5286304864714764,0.41952215626860323,0.481772551075904,0.4978888402217235,0.5284040015369481,0.5456535916447469,0.5473731661960219,0.5565552217890262,0.55521154822177,0.5568923490470203,0.4063118322744713,0.4499252311586418,0.47444940076721814,0.4906835750428235,0.5039233318297721,0.5183902820167783,0.5233924744746409,0.522599302415333,0.535721125539623,0.4008401969087034,0.46676411562899756,0.47111557109516705,0.5067077381621695,0.522673319329847,0.5253415538634348,0.5377598307985487,0.5414037546100922,0.5388662569142619,0.3853972350348013,0.44531997925962596,0.4628525583578071,0.4799912294262951,0.5045951185891699,0.5053474626071661,0.5127054740442459,0.5164491742475755,0.525172925687617,0.4076545907846761,0.47034201409861254,0.4804733565995116,0.5072278835785682,0.5271484454666654,0.5240415501148433,0.5432122895010868,0.5354772833630752,0.5457291897085714,0.40958766540099284,0.47833963288732145,0.48606427094184845,0.5112340969354184,0.5276219703796896,0.5302435234066433,0.5352134234856638,0.5455818394703276,0.5617395794992769,0.3992409116518569,0.46196155594193405,0.4832703920312048,0.5061763094413962,0.521737819955871,0.5281359448886899,0.5391156779887509,0.5367336680704424,0.543237868641364,0.37761702383039514,0.4349905586951729,0.4622622893210779,0.48315035158747366,0.5103595291827343,0.5107321289634363,0.5202340333798678,0.5178646980561924,0.5238956017168759,0.3920890597962914,0.45738544386063096,0.46652107538033893,0.4947549319189921,0.515623527029478,0.5173312349391603,0.5316189265865948,0.5364062622928041,0.5307109906702403,0.40646697226238826,0.4631235191589485,0.4832092976356838,0.5040736051106304,0.5233145750012331,0.5236852885168021,0.5346719604089787,0.5314658177709242,0.5419349939357576,0.38447811454482933,0.45290402976843575,0.46341583255252516,0.49713179207039343,0.5067029786570483,0.5079611429262424,0.5265408693876749,0.5250090180897672,0.5264541949659012
A4GRB6_PSEAI_Chen_2020_with_scoresandembeddings_allyears.csv,0.674715681344001,0.7530437928867352,0.780044968294871,0.7953047883869042,0.8002064083045346,0.8046933862946322,0.8078861157177706,0.8136807785704019,0.8027662327962553,0.6388320037849899,0.706783689399882,0.7448111899698031,0.7616132470272168,0.7682835598984394,0.7802929044634872,0.7892773922937474,0.8022349506780644,0.7882533578261804,0.6437683095342989,0.7319241864545156,0.7538650581196725,0.7789679378706813,0.7919746206346762,0.7996302674344803,0.801864786666617,0.8144617609934974,0.7969010377651073,0.6396017533555522,0.7136427369338467,0.7442562477631147,0.7664512814763229,0.7767362194808843,0.7867863190581269,0.7948000186014145,0.8008575927066944,0.7939029224419687,0.6655205902555295,0.7211535303901302,0.753718423303141,0.77335943212837,0.7805468974691119,0.7930101254702471,0.7938680681167678,0.8059808502874372,0.7983085621585515,0.6238401334283333,0.6914348869892054,0.728055612768804,0.7494038396424655,0.7624153680900626,0.7688093014601696,0.7755714503814786,0.7833605675761364,0.7734581577880097,0.6036308247714285,0.6956785561498686,0.7260764902035179,0.7568989736927829,0.7671679794152155,0.7713467312908435,0.7838046561370359,0.7934649207080344,0.7949255337929719,0.6333892087567987,0.7024021158330798,0.7421883002468042,0.7600625424663697,0.7701917883113103,0.785439527936779,0.7870918369373291,0.7995581998839485,0.7827400243338026,0.6272867348516217,0.7011068787127177,0.7288621328609481,0.7536676490487847,0.7660392999737422,0.773503222734452,0.7801648162312361,0.7883852387133824,0.7803242598468402,0.6209218611206552,0.6971437472959046,0.7347660705283623,0.7534682733078312,0.7703971344023796,0.771692758656052,0.7830758968715499,0.7906151572977921,0.7739786339671256,0.5988325982402672,0.6896134642720624,0.72657299277609,0.7428575468605929,0.7528280378497494,0.7636113773797456,0.766934015342229,0.7845584403620331,0.7712870482143284,0.615220167992074,0.6906143701756497,0.7257815332137734,0.7476349742393793,0.7584760371500459,0.7638623612370956,0.7741822314735393,0.7851882560553219,0.7865350669179569,0.6098304877082518,0.70155526026301,0.7339564519567291,0.7539677411938377,0.7623672307259293,0.7719265187339654,0.7831931042687388,0.789178397650254,0.782130973113534,0.609841190678008,0.6966091571621345,0.7248734043149305,0.7461978182602159,0.7573583286583736,0.7689258942103789,0.774551510949612,0.7908131341712179,0.7758588830307513,0.5952704967034671,0.6759926461808963,0.7087837899777089,0.7329978818587681,0.741862614321428,0.7522353471092116,0.7677469332061742,0.7679190222950703,0.7702924923062243
A4_HUMAN_Seuma_2022_with_scoresandembeddings_allyears.csv,0.843140744747133,0.8655098725404523,0.8721747036665368,0.8758911106401508,0.8750598675143124,0.8776129943274602,0.8747935990977679,0.8812329857357148,0.8719681205665782,0.8123730086575154,0.8398369856399827,0.850380777341947,0.8564725369177559,0.860113551404095,0.8639295443637147,0.8636899439230987,0.8693145194045939,0.8605400560015124,0.8125312887137335,0.8403109320754506,0.851460319339254,0.8586551221052214,0.860860558952556,0.8628922469149831,0.8661145679282212,0.871465920462055,0.859118016832868,0.8207808892611526,0.8442125688813695,0.8550643550142535,0.8617404481841161,0.8643577188118851,0.8657171480476988,0.8673958420020493,0.8730783305621526,0.8635664614408389,0.8206823476110265,0.8458255918792055,0.8543328482110807,0.8622011116232926,0.8633704951129595,0.8650056956039206,0.8667688165067396,0.8715777006782002,0.8602997158881676,0.8145298651872162,0.8414293753692789,0.8525067662013448,0.8599494710616696,0.8623672793262616,0.8649413339772662,0.866205744799689,0.870330180468032,0.8634894089348094,0.8135752299127308,0.8387961173712373,0.8512897939102666,0.8573082972056161,0.8605321118770866,0.8616159990386922,0.8633380306015159,0.8710231660909085,0.8584770575430494,0.822481078796565,0.8436753699676632,0.8521565551640773,0.8585095326174412,0.8602724144050088,0.8625961751914106,0.8631494127694536,0.8675678605062469,0.8604811838071846,0.8181600378242344,0.841080150971863,0.8512692438826248,0.8571588619964265,0.8594398745315684,0.8627152454210696,0.8632019854095712,0.8691305403725096,0.8596414923563479,0.8132011922472229,0.8372689103670116,0.8486163101651588,0.855733053898955,0.8572346667343151,0.8595741601032929,0.8617489390097823,0.866550033499049,0.8548860855506619,0.8145135959765429,0.8387394957729809,0.8498585052247787,0.8564951862740642,0.8593722983599653,0.8614025938894023,0.8621617848441028,0.8692569244638765,0.8597314175949966,0.8215854071059298,0.8467812526672777,0.8570798178110526,0.8630870642836188,0.8652202166222868,0.8678568046692197,0.8679801002878615,0.87346855913292,0.8605402308639489,0.8094073278253093,0.8377365265934833,0.8483021730676128,0.8558426766493893,0.8578797437916889,0.860980906121371,0.8611876142232082,0.8672326944908431,0.8585238324016637,0.8133614282506016,0.8364350688835799,0.8463635431803773,0.8529371143622801,0.8563276951798915,0.8581885910697006,0.860694459517614,0.8667055369922562,0.8543807524916941,0.8064866447258305,0.8363644804252713,0.8487973798955097,0.8569826299550453,0.8594477711410731,0.8626972088080294,0.8654652872503916,0.8706054866741454,0.8590550172033771
AACC1_PSEAI_Dandage_2018_with_scoresandembeddings_allyears.csv,0.4086614109266328,0.48768174856679963,0.5311139741516872,0.5375460878017322,0.5567708756969515,0.5686769417411367,0.5805524775555424,0.5475430711158851,0.579586301214324,0.2610371791585886,0.27041651202856676,0.3790048408672425,0.3671244158273511,0.38116101819701564,0.435889500194021,0.46172295129321556,0.4177438871969105,0.48711558382623377,0.2915970475805127,0.3150488266093098,0.36305482052986904,0.3697685458504761,0.4143929253235351,0.4594075249441949,0.4598838970898642,0.4634668890895456,0.48223873118982646,0.2480254555719347,0.2897700300446016,0.34055877258977235,0.34229263534529086,0.37817748923392325,0.4139087755156926,0.4430539106763603,0.44091815756314306,0.46464234852105485,0.2518692709784175,0.29229953148461285,0.35882157635308676,0.361994505203209,0.381315945016189,0.4263666639772656,0.43367266820484185,0.4103331751886258,0.482105968603444,0.2423906880914831,0.3085432936743089,0.33545819844041497,0.3724463490642066,0.3814308063238882,0.4274034280898976,0.44582296191773435,0.4276635904970334,0.4697171358860285,0.2539536215324375,0.2819419402578077,0.3230822072708068,0.3330132423403803,0.38518099441244785,0.42985540627245167,0.46409192587885945,0.4632678818301933,0.49410484226055934,0.26161155044247975,0.3170341630056786,0.36415277186064376,0.3893637962145509,0.38815688798747366,0.4508740489445381,0.44250772621488244,0.44584278375496744,0.49388566259061195,0.2789768742222535,0.324256796572736,0.38605987976288997,0.3966420612050739,0.41513479464293307,0.46764332906871164,0.444530569691772,0.4515334935186176,0.5242491410397436,0.27736379548316814,0.3048978789307539,0.3609627012505231,0.381180941950796,0.40560455761214814,0.46014539414453354,0.43948269922099703,0.44742540416175647,0.49853565657352233,0.28678458942808127,0.3185453734798684,0.36308216723140796,0.38506281918387597,0.37238955049379147,0.43058999696481876,0.46175822207388284,0.45675186075103424,0.5108249390367561,0.26874214675824354,0.3247632103447412,0.357508846127409,0.38615630762045033,0.402100440900613,0.4351865611909179,0.4546482885450446,0.4504954520642984,0.4928021421785549,0.22977231640243762,0.3010991660058534,0.36548543444594106,0.34540256698031824,0.4043443860138404,0.43728289809859333,0.44576919141446225,0.4459717992276415,0.4794046539836819,0.30139639023629117,0.32934204239578746,0.3779511457508219,0.3713265429777561,0.41168396517817574,0.43857529618630126,0.45179368248501817,0.43860700019895615,0.5186698361184968,0.27261245854187655,0.3058928461011214,0.3893738917688,0.385112482076968,0.3934868219547939,0.44034932118236314,0.44355052353257574,0.4299113369349515,0.4656202242511286
ACE2_HUMAN_Chan_2020_with_scoresandembeddings_allyears.csv,0.4944747259066947,0.5663054462572001,0.6034681199262819,0.6159933653503313,0.6300716152813559,0.634181214543081,0.6357419901275376,0.6436260070403149,0.7058076157597777,0.3490943197731803,0.4302755117980226,0.49070518415264297,0.5016251311956235,0.5380714545692967,0.5408701729784628,0.5610829477638589,0.5518160141297139,0.6103219090326714,0.3156987872697018,0.41801925980428345,0.4660174602407664,0.5063872398030609,0.5358853942754316,0.5375808156768964,0.5571254993962802,0.5568664063872408,0.6367271499558496,0.3502626764539808,0.4312608990268775,0.48155514577576597,0.523212475372604,0.5567192865032977,0.5529121338552463,0.5566071147950866,0.5801757771274574,0.6241749917758885,0.3262315211025855,0.4287263921954619,0.48309950788847295,0.5110253624252045,0.5310376287682095,0.5401741414941451,0.5668573627088381,0.5726381140045673,0.6426288155548244,0.30462713837886246,0.4047448110993062,0.46920944943098314,0.49644679468302133,0.524721424419973,0.537301088981174,0.5395626996341609,0.5523364004907816,0.6017218692106585,0.2943533500981777,0.3996664519195556,0.46059829091294835,0.4827362076945967,0.4997154808656997,0.5224021273813366,0.528374896545901,0.5128662919986546,0.5788540782935401,0.3063669293225515,0.41196493862486083,0.47807188997222544,0.49690900817618877,0.5287091780015131,0.5621698904933445,0.5502307755330944,0.5478993489382968,0.6115133230604082,0.3204819833839324,0.41635338006532285,0.46929575408797375,0.5107892300804594,0.5395821200922085,0.5481205230687671,0.5456576696277206,0.548090323406492,0.6017919905812282,0.34907305138639466,0.42969821853534784,0.490965012456772,0.5244763157502648,0.5370049380590097,0.558436972702212,0.5663308012606418,0.5642652507901664,0.6241894921827656,0.2964794366053736,0.3869606589927913,0.4504571815207369,0.4882746979216545,0.5206559530082814,0.533012891604416,0.5320079400338671,0.5121003242371711,0.5837153938050799,0.2974523296793162,0.40872821705214546,0.46637556409920844,0.476960308250841,0.5201947984749802,0.5299466014143535,0.5374660865068357,0.5233325752819883,0.6018800751424069,0.2885304201046329,0.38727017872789593,0.44777474612964463,0.4769643400523833,0.5120095402664041,0.5143314065653268,0.5211360333751235,0.5303361526488447,0.602542548955105,0.33346387645338166,0.4358491049410458,0.5051678281717987,0.5163872439733672,0.5491366133258595,0.5616254777822505,0.5713371506510865,0.5742300762999105,0.6277596222102948,0.30897111524158,0.4130120649199693,0.4615511576808923,0.4914298707587969,0.5239357931022793,0.5342605769784396,0.5420884637791155,0.5299949750728206,0.6053619041847741
